name,phone,address,city,state,zip,latitude,longitude,county
HANCOCK HIGH SCHOOL,2284672251,7084 STENNIS AIRPORT DRIVE,KILN,MS,39556,30.373202,-89.442312,HANCOCK COUNTY
DIBERVILLE SENIOR HIGH SCH,2283922678,15625 LAMEY BRIDGE ROAD,BILOXI,MS,39532,30.513799,-88.941562,HARRISON COUNTY
HARRISON CENTRAL HIGH SCHOOL,2288322610,15600 SCHOOL ROAD,GULFPORT,MS,39503,30.517503,-89.101751,HARRISON COUNTY
WEST HARRISON HIGH SCHOOL,2285398900,10399 COUNTY FARM ROAD,GULFPORT,MS,39503,30.437947,-89.193644,HARRISON COUNTY
BLAIR CENTER HATTIESBURG HIGH,6015440811,301 HUTCHINSON AVE,HATTIESBURG,MS,39401,31.32843,-89.310055,FORREST COUNTY
HAZLEHURST HIGH SCHOOL,6018942489,101 SOUTH HALEY STREET,HAZLEHURST,MS,39083,31.860237,-90.392353,COPIAH COUNTY
HINDS COUNTY AGRICULTURAL HIGH SCH,6018857083,P.O. BOX 1089 - HCC,UTICA,MS,39175,32.050322,-90.625627,HINDS COUNTY
RAYMOND HIGH SCHOOL,6018578016,14050 HIGHWAY 18,RAYMOND,MS,39154,32.24531,-90.432155,HINDS COUNTY
TERRY HIGH SCHOOL,6018785905,235 W. BEASLEY ROAD,TERRY,MS,39170,32.093361,-90.300853,HINDS COUNTY
SIMMONS HIGH SCHOOL,6628272228,POST OFFICE BOX 428,HOLLANDALE,MS,38748,33.167986,-90.857491,WASHINGTON COUNTY
HOLLY SPRINGS HIGH SCHOOL,6622524371,165 NORTH WALTHALL STREET,HOLLY SPRINGS,MS,38635,34.770249,-89.442608,MARSHALL COUNTY
HOLLY SPRINGS JUNIOR HIGH SCHOOL,6622527737,325 E. FALCONER,HOLLY SPRINGS,MS,38635,34.769411,-89.445592,MARSHALL COUNTY
WILLIAMS SULLIVAN HIGH SCHOOL,6626536262,14494 HIGHWAY 51SOUTH,DURANT,MS,39063,33.065412,-89.862991,HOLMES COUNTY
J J MC CLAIN HIGH SCHOOL,6628342172,P O BOX 270,LEXINGTON,MS,39095,33.104427,-90.053606,HOLMES COUNTY
S V MARSHALL HIGH SCHOOL,6622355113,12572 HIGHWAY 12,LEXINGTON,MS,39095,33.171794,-90.199218,HOLMES COUNTY
HOUSTON HIGH SCHOOL,6624563320,P. O. BOX 568,HOUSTON,MS,38851,33.890874,-88.994607,CHICKASAW COUNTY
HUMPHREYS COUNTY HIGH SCHOOL,6622476040,P. O. BOX 658,BELZONI,MS,39038,33.187038,-90.485297,HUMPHREYS COUNTY
HUMPHREYS JR HIGH SCHOOL,6622476050,P. O. BOX 678,BELZONI,MS,39038,33.187038,-90.485297,HUMPHREYS COUNTY
GENTRY HIGH SCHOOL,6628841240,801 B.B. KING ROAD,INDIANOLA,MS,38751,33.442485,-90.642715,SUNFLOWER COUNTY
CASSIE PENNINGTON JUNIOR HIGH,6628841230,701 EAST CHAPMAN,INDIANOLA,MS,38751,33.454665,-90.640274,SUNFLOWER COUNTY
ITAWAMBA AGRICULTURAL HIGH SCHOOL,6628623104,11900 HIGHWAY 25 SOUTH,FULTON,MS,38843,34.224904,-88.393627,ITAWAMBA COUNTY
EAST CENTRAL HIGH SCHOOL,2285887000,P.O. BOX 13,HURLEY,MS,39555,30.656814,-88.516968,JACKSON COUNTY
ST MARTIN HIGH SCHOOL,2288758418,10800 YELLOWJACKET BLVD.,OCEAN SPRINGS,MS,39564,30.431957,-88.794541,JACKSON COUNTY
VANCLEAVE HIGH SCHOOL,2288264701,12424 HWY 57,VANCLEAVE,MS,39565,30.53982,-88.687627,JACKSON COUNTY
CALLAWAY HIGH SCHOOL,6019873535,601 BEASLEY ROAD,JACKSON,MS,39206,32.385388,-90.171892,HINDS COUNTY
FOREST HILL HIGH SCHOOL,6013714313,2607 RAYMOND ROAD,JACKSON,MS,39212,32.256119,-90.287306,HINDS COUNTY
JIM HILL HIGH SCHOOL,6019605354,2185 FORTUNE STREET,JACKSON,MS,39204,32.290362,-90.219957,HINDS COUNTY
LANIER HIGH SCHOOL,6019605369,833 W MAPLE STREET,JACKSON,MS,39203,32.317782,-90.201998,HINDS COUNTY
MURRAH HIGH SCHOOL,6019605380,1400 MURRAH DRIVE,JACKSON,MS,39202,32.323567,-90.167915,HINDS COUNTY
PROVINE HIGH SCHOOL,6019605393,2400 ROBINSON ROAD,JACKSON,MS,39209,32.305362,-90.226657,HINDS COUNTY
WINGFIELD HIGH SCHOOL,6013714350,1985 SCANLON DRIVE,JACKSON,MS,39204,32.282916,-90.24354,HINDS COUNTY
JEFFERSON CO HIGH,6017863919,2277 MAIN STREET,FAYETTE,MS,39069,31.731029,-91.059085,JEFFERSON COUNTY
BASSFIELD HIGH SCHOOL,6019435391,P O BOX 370,BASSFIELD,MS,39421,31.494872,-89.745532,JEFFERSON DAVIS COUNTY
PRENTISS SENIOR HIGH SCHOOL,6017924646,P O BOX 1168,PRENTISS,MS,39474,31.605749,-89.865429,JEFFERSON DAVIS COUNTY
NORTHEAST JONES HIGH SCHOOL,6014252347,68 NORTHEAST DRIVE,LAUREL,MS,39443,31.696473,-89.050328,JONES COUNTY
SOUTH JONES HIGH SCHOOL,6014778451,313 ANDERSON STREET,ELLISVILLE,MS,39437,31.609781,-89.195428,JONES COUNTY
WEST JONES HIGH SCHOOL,6017298144,254 SPRINGHILL ROAD,LAUREL,MS,39443,31.721126,-89.222864,JONES COUNTY
KEMPER COUNTY HIGH SCHOOL,6017435292,P. O. BOX 429,DEKALB,MS,39328,32.774706,-88.66382,KEMPER COUNTY
KOSCIUSKO JUNIOR HIGH SCHOOL,6622893737,229 WEST WASHINGTON ST.,KOSCIUSKO,MS,39090,33.058585,-89.591646,ATTALA COUNTY
KOSCIUSKO SENIOR HIGH SCHOOL,6622892424,229 WEST WASHINGTON ST.,KOSCIUSKO,MS,39090,33.058585,-89.591646,ATTALA COUNTY
LAFAYETTE HIGH SCHOOL,6622343614,160 COMMODORE DRIVE,OXFORD,MS,38655,34.348334,-89.501099,LAFAYETTE COUNTY
OAK GROVE HIGH SCHOOL,6012640690,5198 OLD HIGHWAY 11,HATTIESBURG,MS,39402,31.3085,-89.409936,LAMAR COUNTY
PURVIS HIGH SCHOOL,6017946221,P. O. BOX 1089,PURVIS,MS,39475,31.138909,-89.40644,LAMAR COUNTY
SUMRALL HIGH SCHOOL,6017584730,P.O. BOX 187,SUMRALL,MS,39482,31.417476,-89.543565,LAMAR COUNTY
NORTHEAST LAUDERDALE HIGH SCHOOL,6016798523,702 BRIARWOOD ROAD,MERIDIAN,MS,39305,32.471838,-88.647061,LAUDERDALE COUNTY
SOUTHEAST LAUDERDALE HIGH SCHOOL,6014835501,2362 LONGCREEK RAOD,MERIDIAN,MS,39301,32.327197,-88.573221,LAUDERDALE COUNTY
WEST LAUDERDALE HIGH SCHOOL,6017372277,9916 WEST LAUDERDALE ROAD,COLLINSVILLE,MS,39325,32.525783,-88.821327,LAUDERDALE COUNTY
CLARKDALE HIGH SCHOOL,6016934463,7000 HIGHWAY 145,MERIDIAN,MS,39301,32.21622,-88.698692,CLARKE COUNTY
LAUREL HIGH SCHOOL,6016494145,1100 W 12TH STREET,LAUREL,MS,39440,31.704208,-89.140013,JONES COUNTY
LAUREL HIGH SCHOOL VOC COMPLEX,6016494144,1100 W 11TH STREET,LAUREL,MS,39440,31.702371,-89.140029,JONES COUNTY
LAWRENCE COUNTY HIGH SCHOOL,6015874910,P. O. BOX 488,MONTICELLO,MS,39654,31.546965,-90.117075,LAWRENCE COUNTY
CARTHAGE HIGH SCHOOL,6012677713,704 N JORDAN STREET,CARTHAGE,MS,39051,32.74449,-89.52891,LEAKE COUNTY
SOUTH LEAKE HIGH SCHOOL,6012532393,P O BOX 159,WALNUT GROVE,MS,39189,32.596266,-89.457933,LEAKE COUNTY
CARTHAGE JUNIOR HIGH SCHOOL,6012678909,801 MARTIN LUTHER KING DRIVE,CARTHAGE,MS,39051,32.73975,-89.551224,LEAKE COUNTY
MOOREVILLE HIGH SCHOOL,6626804894,P O BOX 60,MOOREVILLE,MS,38857,34.273144,-88.578201,LEE COUNTY
SALTILLO HIGH SCHOOL,6628695466,P O BOX 460,SALTILLO,MS,38866,34.39122,-88.69337,LEE COUNTY
SHANNON HIGH SCHOOL,6627679566,P O BOX 8,SHANNON,MS,38868,34.125931,-88.71605,LEE COUNTY
LEFLORE COUNTY HIGH SCHOOL,6622547762,P.O. BOX 564,ITTA BENA,MS,38941,33.489582,-90.322031,LEFLORE COUNTY
AMANDA ELZY HIGH SCHOOL,6624533394,604 ELZY AVENUE,GREENWOOD,MS,38930,33.502661,-90.16334,LEFLORE COUNTY
LELAND HIGH SCHOOL,6626865020,402 E THIRD STREET,LELAND,MS,38756,33.403406,-90.895071,WASHINGTON COUNTY
LONG BEACH SENIOR HIGH SCHOOL,2288636945,300 EAST OLD PASS ROAD,LONG BEACH,MS,39560,30.354812,-89.147957,HARRISON COUNTY
LOUISVILLE HIGH SCHOOL,6627733431,200 IVY AVENUE,LOUISVILLE,MS,39339,33.134295,-89.053072,WINSTON COUNTY
WEST LOWNDES HIGH SCHOOL,6623281369,646 S. FRONTAGE ROAD,COLUMBUS,MS,39701,33.480361,-88.572185,LOWNDES COUNTY
CALEDONIA HIGH SCHOOL,6623562001,111 CONFEDERATE DRIVE,CALEDONIA,MS,39740,33.680593,-88.326253,LOWNDES COUNTY
NEW HOPE HIGH SCHOOL,6622444701,3419 NEW HOPE ROAD,COLUMBUS,MS,39702,33.460435,-88.326865,LOWNDES COUNTY
LUMBERTON HIGH SCHOOL,6017962451,7920 U.S. HIGHWAY 11,LUMBERTON,MS,39455,30.998144,-89.453831,LAMAR COUNTY
VELMA JACKSON HIGH SCHOOL,6624682531,2000 LORING ROAD,CAMDEN,MS,39045,32.773774,-89.869776,MADISON COUNTY
HIGHLAND ELEMENTARY,6018538103,330 BRAME ROAD,RIDGELAND,MS,39157,32.421411,-90.153503,MADISON COUNTY
MADISON CENTRAL HIGH SCHOOL,6018567121,1417 HIGHLAND COLONY PARKWAY,MADISON,MS,39110,32.470613,-90.140986,MADISON COUNTY
RIDGELAND HIGH SCHOOL,6018985023,586 SUNNYBROOK ROAD,RIDGELAND,MS,39157,32.446266,-90.140675,MADISON COUNTY
EAST MARION HIGH SCHOOL,6017363006,527 EAST MARION SCHOOL ROAD,COLUMBIA,MS,39429,31.219587,-89.819187,MARION COUNTY
WEST MARION HIGH SCHOOL,6017366381,2 WEST MARION STREET,FOXWORTH,MS,39483,31.235667,-89.87792,MARION COUNTY
BYHALIA HIGH SCHOOL,6628382206,278 HIGHWAY 309 NORTH,BYHALIA,MS,38611,34.889753,-89.688673,MARSHALL COUNTY
H. W. BYERS HIGH SCHOOL (5-12),6628517826,4178 HWY 72 EAST,HOLLY SPRINGS,MS,38635,34.950183,-89.465686,MARSHALL COUNTY
MCCOMB HIGH SCHOOL,6016845678,310 SEVENTH STREET,MCCOMB,MS,39648,31.244651,-90.46123,PIKE COUNTY
DENMAN JUNIOR HIGH SCHOOL,6016842387,1211 LOUISIANA AVENUE,MCCOMB,MS,39648,31.245706,-90.467544,PIKE COUNTY
KATE GRIFFIN JUNIOR HIGH SCHOOL,6014844073,2814 DAVIS STREET,MERIDIAN,MS,39301,32.362254,-88.705985,LAUDERDALE COUNTY
MERIDIAN HIGH SCHOOL,6014823191,2320 32ND STREET,MERIDIAN,MS,39305,32.390787,-88.701719,LAUDERDALE COUNTY
NORTHWEST JUNIOR HIGH SCHOOL,6014844094,4400 32ND STREET,MERIDIAN,MS,39307,32.39003,-88.721986,LAUDERDALE COUNTY
HAMILTON HIGH SCHOOL,6623438307,40201 HAMILTON ROAD,HAMILTON,MS,39746,33.740009,-88.419511,MONROE COUNTY
HATLEY HIGH SCHOOL,6622564563,60286 HATLEY ROAD,AMORY,MS,38821,33.976721,-88.421337,MONROE COUNTY
SMITHVILLE HIGH SCHOOL,6626514276,P O BOX 149,SMITHVILLE,MS,38870,34.073181,-88.382268,MONROE COUNTY
MONTGOMERY COUNTY HIGH SCHOOL,6622625535,P O BOX 278,KILMICHAEL,MS,39747,33.444042,-89.575266,MONTGOMERY COUNTY
MOSS POINT HIGH SCHOOL,2284755058,4924 CHURCH STREET,MOSS POINT,MS,39563,30.412627,-88.549327,JACKSON COUNTY
NATCHEZ HIGH SCHOOL,6014452863,319 SEARGENT PRENTISS DRIVE,NATCHEZ,MS,39120,31.511088,-91.374058,ADAMS COUNTY
NESHOBA CENTRAL HIGH SCHOOL,6016501496,1125 GOLF COURSE ROAD,PHILADELPHIA,MS,39350,32.768631,-89.093382,NESHOBA COUNTY
NETTLETON HIGH SCHOOL,6629632306,P. O. DRAWER 409,NETTLETON,MS,38858,34.09244,-88.619859,LEE COUNTY
NEW ALBANY HIGH SCHOOL,6625341805,201 HIGHWAY 15 NORTH,NEW ALBANY,MS,38652,34.485755,-88.997656,UNION COUNTY
NEWTON COUNTY HIGH SCHOOL,6016352718,PO BOX 278,DECATUR,MS,39327,32.420049,-89.093915,NEWTON COUNTY
NEWTON HIGH SCHOOL,6016832232,201 W. FIRST STREET,NEWTON,MS,39345,32.319656,-89.166176,NEWTON COUNTY
NORTH PANOLA HIGH SCHOOL,6624871070,500 HWY 51 NORTH,SARDIS,MS,38666,34.430805,-89.925,PANOLA COUNTY
NORTH PANOLA JUNIOR HIGH SCHOOL,6625265938,526 COMPRESS ROAD,COMO,MS,38619,34.524516,-89.949204,PANOLA COUNTY
NORTH PIKE SENIOR HIGH SCHOOL,6012762175,1022 JAGUAR TRAIL,SUMMIT,MS,39666,31.295122,-90.441992,PIKE COUNTY
FALKNER HIGH SCHOOL,6628377892,20350 HWY 15,FALKNER,MS,38629,34.837831,-88.938499,TIPPAH COUNTY
NOXUBEE COUNTY HIGH SCHOOL,6627264428,P O BOX 490,MACON,MS,39341,33.160291,-88.556848,NOXUBEE COUNTY
OCEAN SPRINGS HIGH SCHOOL,2288750333,P. O. BOX 7002,OCEAN SPRINGS,MS,39566,30.413517,-88.807512,JACKSON COUNTY
OKOLONA HIGH SCHOOL,6624472362,PO BOX 510,OKOLONA,MS,38860,34.012503,-88.755163,CHICKASAW COUNTY
WEST OKTIBBEHA COUNTY HIGH,6622638106,P.O. BOX 506,MABEN,MS,39750,33.55448,-89.087193,OKTIBBEHA COUNTY
EAST OKTIBBEHA COUNTY HIGH,6622725660,1780 MOOR HIGH ROAD,CRAWFORD,MS,39743,33.331558,-88.714268,OKTIBBEHA COUNTY
OXFORD HIGH SCHOOL,6622341562,222 BRAMLETT BOULEVARD,OXFORD,MS,38655,34.367348,-89.508206,LAFAYETTE COUNTY
PASCAGOULA HIGH SCHOOL,2289386443,1716 TUCKER STREET,PASCAGOULA,MS,39567,30.362279,-88.547193,JACKSON COUNTY
GAUTIER HIGH SCHOOL,2285228783,4307 GAUTIER/VANCLEAVE,GAUTIER,MS,39553,30.40373,-88.655193,JACKSON COUNTY
PASS CHRISTIAN HIGH SCHOOL,2284522008,720 WEST NORTH STREET,PASS CHRISTIAN,MS,39571,30.318838,-89.271679,HARRISON COUNTY
PEARL HIGH SCHOOL,6019327931,500 PIRATE COVE,PEARL,MS,39208,32.26962,-90.09325,RANKIN COUNTY
PEARL JUNIOR HIGH SCHOOL,6019327952,200 MARY ANN DRIVE,PEARL,MS,39208,32.279242,-90.108901,RANKIN COUNTY
PETAL HIGH SCHOOL,6015833538,1145 HIGHWAY 42 E,PETAL,MS,39465,31.350359,-89.20482,FORREST COUNTY
PEARL RIVER CENTRAL JUNIOR HIGH,6017985654,7391 HWY 11,CARRIERE,MS,39426,30.65746,-89.638776,PEARL RIVER COUNTY
PEARL RIVER CENTRAL HIGH SCHOOL,6017981986,7407 HIGHWAY 11,CARRIERE,MS,39426,30.659214,-89.638318,PEARL RIVER COUNTY
PERRY CENTRAL HIGH SCHOOL,6019643235,P.O. BOX 139,NEW AUGUSTA,MS,39462,31.210624,-89.145378,PERRY COUNTY
PHILADELPHIA HIGH SCHOOL,6016562672,248 BYRD AVENUE,PHILADELPHIA,MS,39350,32.77791,-89.111622,NESHOBA COUNTY
PICAYUNE MEMORIAL HIGH SCHOOL,6017981380,800 FIFTH AVENUE,PICAYUNE,MS,39466,30.531682,-89.68798,PEARL RIVER COUNTY
PICAYUNE JUNIOR HIGH SCHOOL,6017985449,702 GOODYEAR BLVD.,PICAYUNE,MS,39466,30.529869,-89.686493,PEARL RIVER COUNTY
NORTH PONTOTOC HIGH SCHOOL,6624895612,8324 HWY 15 NORTH,ECRU,MS,38841,34.367268,-89.027564,PONTOTOC COUNTY
SOUTH PONTOTOC HIGH SCHOOL,6624895925,1523 SOUTH PONTOTOC ROAD,PONTOTOC,MS,38863,34.219945,-89.08425,PONTOTOC COUNTY
PONTOTOC HIGH SCHOOL,6624891275,140 EDUCATION DRIVE,PONTOTOC,MS,38863,34.251158,-88.999863,PONTOTOC COUNTY
PONTOTOC JUNIOR HIGH SCHOOL,6624896197,140 EDUCATION DRIVE,PONTOTOC,MS,38863,34.251881,-89.000119,PONTOTOC COUNTY
POPLARVILLE JR SR HIGH SCHOOL,6017958424,#1 HORNET DRIVE,POPLARVILLE,MS,39470,30.83325,-89.52712,PEARL RIVER COUNTY
JUMPERTOWN HIGH SCHOOL,6627286378,717 HWY 4 WEST,BOONEVILLE,MS,38829,34.711286,-88.664185,PRENTISS COUNTY
NEW SITE HIGH SCHOOL,6627285205,1020 HWY. 4 EAST,NEW SITE,MS,38859,34.564196,-88.418547,PRENTISS COUNTY
THRASHER HIGH SCHOOL,6627285233,167 CR 1040,BOONEVILLE,MS,38829,34.712349,-88.543731,PRENTISS COUNTY
WHEELER HIGH SCHOOL,6623652629,P. O. BOX 119,WHEELER,MS,38880,34.579195,-88.603002,PRENTISS COUNTY
QUITMAN JR HIGH SCHOOL,6017766243,501 LYNDA STREET,QUITMAN,MS,39355,32.054394,-88.725853,CLARKE COUNTY
QUITMAN HIGH SCHOOL,6017763341,210 SOUTH JACKSON AVE.,QUITMAN,MS,39355,32.035892,-88.720343,CLARKE COUNTY
M. S. PALMER HIGH SCHOOL,6623265191,P O BOX 350,MARKS,MS,38646,34.242844,-90.277149,QUITMAN COUNTY
RICHLAND HIGH SCHOOL,6019395144,1202 HIGHWAY 49 SOUTH,RICHLAND,MS,39218,32.207296,-90.14858,RANKIN COUNTY
BRANDON HIGH SCHOOL,6018252261,3090 HIGHWAY 18,BRANDON,MS,39042,32.244828,-89.975865,RANKIN COUNTY
FLORENCE HIGH SCHOOL,6018452205,232 HIGHWAY 469 NORTH,FLORENCE,MS,39073,32.148125,-90.132094,RANKIN COUNTY
NORTHWEST RANKIN HIGH SCHOOL,6019922242,5805 HIGHWAY 25,FLOWOOD,MS,39232,32.360461,-90.000341,RANKIN COUNTY
PISGAH HIGH SCHOOL,6018292825,P.O. BOX 70,SANDHILL,MS,39161,32.484604,-89.869287,RANKIN COUNTY
HIGHLAND BLUFF ELEMENTARY,6019925168,5970 HIGHLAND BLUFF,BRANDON,MS,39047,32.368307,-89.987903,RANKIN COUNTY
RICHTON HIGH SCHOOL,6017889608,701 ELM AVENUE,RICHTON,MS,39476,31.350231,-88.941155,PERRY COUNTY
MORTON HIGH SCHOOL,6017326210,238 EAST FOURTH AVENUE,MORTON,MS,39117,32.349642,-89.654034,SCOTT COUNTY
SENATOBIA JR SR HIGH SCHOOL,6625624230,221 WARRIOR DRIVE,SENATOBIA,MS,38668,34.623467,-89.965805,TATE COUNTY
SOUTH DELTA HIGH SCHOOL,6628734308,106 ATHLETIC DRIVE,ROLLING FORK,MS,39159,32.903958,-90.879263,SHARKEY COUNTY
MAGEE HIGH SCHOOL,6018492263,501 EAST CHOCTAW STREET,MAGEE,MS,39111,31.873388,-89.727579,SIMPSON COUNTY
MENDENHALL HIGH SCHOOL,6018472411,207 CIRCLE DRIVE,MENDENHALL,MS,39114,31.962498,-89.874002,SIMPSON COUNTY
MENDENHALL JUNIOR HIGH SCHOOL,6018472296,733 DIXIE AVENUE,MENDENHALL,MS,39114,31.960086,-89.884378,SIMPSON COUNTY
RALEIGH HIGH SCHOOL,6017824261,RT 1 BOX 500,RALEIGH,MS,39153,32.002771,-89.520828,SMITH COUNTY
BATESVILLE JUNIOR HIGH SCHOOL,6625634503,507 TIGER DRIVE,BATESVILLE,MS,38606,34.322916,-89.941676,PANOLA COUNTY
SOUTH PANOLA HIGH SCHOOL,6625634756,601 TIGER DRIVE,BATESVILLE,MS,38606,34.321686,-89.939013,PANOLA COUNTY
SOUTH PIKE JR HIGH,6017830425,275 WEST MYRTLE STREET,MAGNOLIA,MS,39652,31.147808,-90.462952,PIKE COUNTY
SOUTH PIKE SENIOR HIGH SCHOOL,6017830420,205 WEST MYRTLE STREET,MAGNOLIA,MS,39652,31.147407,-90.461822,PIKE COUNTY
BLUE MOUNTAIN HIGH SCHOOL,6626854706,P O BOX 97,BLUE MOUNTAIN,MS,38610,34.669857,-89.03137,TIPPAH COUNTY
PINE GROVE HIGH SCHOOL,6628377789,3510A CR 600,RIPLEY,MS,38663,34.690642,-88.718679,TIPPAH COUNTY
RIPLEY HIGH SCHOOL,6628377583,720 S CLAYTON STREET,RIPLEY,MS,38663,34.728855,-88.943518,TIPPAH COUNTY
STARKVILLE HIGH SCHOOL,6623244130,603 YELLOWJACKET DRIVE,STARKVILLE,MS,39759,33.451772,-88.818562,OKTIBBEHA COUNTY
STONE HIGH SCHOOL,6019285492,400 EAST BOARDER AVE.,WIGGINS,MS,39577,30.855581,-89.134134,STONE COUNTY
RULEVILLE CENTRAL HIGH SCHOOL,6627564757,360 L F PACKER DRIVE,RULEVILLE,MS,38771,33.727537,-90.543679,SUNFLOWER COUNTY
COLDWATER HIGH SCHOOL,6626225511,671 WEST STREET,COLDWATER,MS,38618,34.689156,-89.984185,TATE COUNTY
INDEPENDENCE HIGH SCHOOL,6622334691,P. O. BOX 159,INDEPENDENCE,MS,38638,34.645873,-89.810352,TATE COUNTY
STRAYHORN HIGH SCHOOL,6625629246,86 MUSTANG DR,SARAH,MS,38665,34.6121,-90.1414,TATE COUNTY
TISHOMINGO COUNTY HIGH SCHOOL,6624237300,701 HWY 72,IUKA,MS,38852,34.807404,-88.262865,TISHOMINGO COUNTY
ROSA FORT HIGH SCHOOL,6623631343,PO BOX 997,TUNICA,MS,38676,34.702569,-90.372845,TUNICA COUNTY
TUPELO HIGH SCHOOL,6628418970,4125 CLIFF GOOKIN BLVD,TUPELO,MS,38801,34.228927,-88.762028,LEE COUNTY
UNION HIGH SCHOOL,6017748257,101 FOREST STREET,UNION,MS,39365,32.571819,-89.117381,NEWTON COUNTY
DEXTER HIGH SCHOOL,6018763985,927 HIGHWAY 48 EAST,TYLERTOWN,MS,39667,31.074375,-89.989937,WALTHALL COUNTY
SALEM HIGH SCHOOL,6018762580,881 HIGHWAY 27 NORTH,TYLERTOWN,MS,39667,31.253653,-90.12204,WALTHALL COUNTY
TYLERTOWN HIGH SCHOOL,6018763370,204 HIGH SCHOOL ROAD,TYLERTOWN,MS,39667,31.107534,-90.151217,WALTHALL COUNTY
VICKSBURG HIGH SCHOOL,6016362915,3701 DRUMMOND STREET,VICKSBURG,MS,39180,32.323425,-90.885033,WARREN COUNTY
VICKSBURG JUNIOR HIGH SCHOOL,6016361966,1533 BALDWIN FERRY ROAD,VICKSBURG,MS,39180,32.344856,-90.870794,WARREN COUNTY
WARREN CENTRAL HIGH SCHOOL,6016313372,1000 HIGHWAY 27,VICKSBURG,MS,39180,32.329318,-90.818524,WARREN COUNTY
WARREN CENTRAL JUNIOR HIGH SCHOOL,6016383981,1630 BALDWIN FERRY ROAD,VICKSBURG,MS,39180,32.343922,-90.868797,WARREN COUNTY
WATER VALLEY HIGH SCHOOL,6624732468,P.O. BOX 647,WATER VALLEY,MS,38965,34.15656,-89.640664,YALOBUSHA COUNTY
WAYNE COUNTY HIGH SCHOOL,6017352851,1325 AZALEA DRIVE,WAYNESBORO,MS,39367,31.681971,-88.636226,WAYNE COUNTY
EAST WEBSTER HIGH SCHOOL,6622635321,195 OLD CUMBERLAND ROAD,MABEN,MS,39750,33.556332,-89.088061,OKTIBBEHA COUNTY
EUPORA HIGH SCHOOL,6622584041,65 CLARK AVENUE,EUPORA,MS,39744,33.54314,-89.268564,WEBSTER COUNTY
BAY SPRINGS HIGH SCHOOL,6017644151,P. O. BOX 389,BAY SPRINGS,MS,39422,31.994536,-89.254598,JASPER COUNTY
WEST POINT HIGH SCHOOL,6624945083,P.O. BOX 616,WEST POINT,MS,39773,33.619103,-88.632917,CLAY COUNTY
WEST TALLAHATCHIE HIGH SCHOOL,6623758829,P O BOX 130,WEBB,MS,38966,33.948802,-90.351677,TALLAHATCHIE COUNTY
O'BANNON HIGH SCHOOL,6623352637,P.O. BOX 5816,GREENVILLE,MS,38701,33.389446,-91.006375,WASHINGTON COUNTY
RIVERSIDE HIGH SCHOOL,6623354527,P.O. BOX 80,AVON,MS,38723,33.226947,-91.046041,WASHINGTON COUNTY
WILKINSON COUNTY HIGH,6018886207,522 PICKNEYVILLE POND ROAD,WOODVILLE,MS,39669,31.102254,-91.315632,WILKINSON COUNTY
YAZOO CITY HIGH SCHOOL,6627462378,1825 DR. M L KING DR,YAZOO CITY,MS,39194,32.875889,-90.412848,YAZOO COUNTY
YAZOO COUNTY HIGH SCHOOL,6627461492,6789 HWY 49 FRONTAGE ROAD,YAZOO CITY,MS,39194,32.747786,-90.373306,YAZOO COUNTY
YAZOO COUNTY JUNIOR HIGH SCHOOL,6627461596,6781 HWY 49 FRONTAGE ROAD,YAZOO CITY,MS,39194,32.747718,-90.373305,YAZOO COUNTY
BELLE HIGH,5738596114,PO BOX 819,BELLE,MO,65013,38.286992,-91.727618,MARIES COUNTY
SOUTH HARRISON HIGH,6604258051,PO BOX 445,BETHANY,MO,64424,40.279741,-94.011574,HARRISON COUNTY
PORTAGEVILLE HIGH,5733793819,NONE,PORTAGEVILLE,MO,63873,36.432784,-89.699331,NEW MADRID COUNTY
CENTRAL HIGH,5736882165,310 US HWY 61,NEW MADRID,MO,63869,36.57661,-89.564838,NEW MADRID COUNTY
WHEELER HIGH,5735922515,505 E 5TH ST,FULTON,MO,65251,38.847142,-91.941913,CALLAWAY COUNTY
MSB HIGH,3147764320,3815 MAGNOLIA AVE,ST LOUIS,MO,63110,38.608173,-90.245103,ST. LOUIS CITY
E H LYLE MIDDLE/HIGH,3146210402,1881 PINE,ST LOUIS,MO,63103,38.630924,-90.207043,ST. LOUIS CITY
IMAGINE COLLEGE PREP. HIGH,3145888622,706 N JEFFERSON AVE,ST LOUIS,MO,63103,38.635842,-90.21285,ST. LOUIS CITY
ROCK BRIDGE SR. HIGH,5732143100,4303 S PROVIDENCE RD,COLUMBIA,MO,65203,38.903306,-92.335141,BOONE COUNTY
COLUMBIA-HICKMAN HIGH,5732143000,1104 N PROVIDENCE RD,COLUMBIA,MO,65203,38.963071,-92.333849,BOONE COUNTY
JEFFERSON JR. HIGH,5732143210,713 ROGERS,COLUMBIA,MO,65201,38.95686,-92.329792,BOONE COUNTY
WEST JR. HIGH,5732143230,401 CLINKSCALES RD,COLUMBIA,MO,65203,38.959424,-92.362195,BOONE COUNTY
OAKLAND JR. HIGH,5732143220,3405 OAKLAND PL,COLUMBIA,MO,65202,38.984602,-92.304009,BOONE COUNTY
FREDERICK DOUGLASS HIGH,5732143680,310 N PROVIDENCE RD,COLUMBIA,MO,65203,38.955772,-92.334137,BOONE COUNTY
ADRIAN SR. HIGH,8162974460,PO BOX 98,ADRIAN,MO,64720,38.399368,-94.348823,BATES COUNTY
ADVANCE HIGH,5737223584,PO BOX 370,ADVANCE,MO,63730,37.108692,-89.908226,STODDARD COUNTY
